Date,Open,High,Low,Close,Adj Close,Volume
2015-01-13,204.119995,205.479996,200.509995,202.080002,184.873428,214553300
2015-01-14,199.649994,201.100006,198.570007,200.860001,183.757278,192991100
2015-01-15,201.630005,202.009995,198.880005,199.020004,182.073959,176613900
2015-01-16,198.770004,201.820007,198.550003,201.630005,184.461685,211879600
2015-01-20,202.399994,202.720001,200.169998,202.059998,184.855072,129466200
2015-01-21,201.500000,203.660004,200.940002,203.080002,185.788208,122942700
2015-01-22,203.990005,206.259995,202.330002,206.100006,188.551147,174356000
2015-01-23,205.789993,206.100006,204.809998,204.970001,187.517334,115637000
2015-01-26,204.710007,205.559998,203.850006,205.449997,187.956436,92009700
2015-01-27,202.970001,204.119995,201.740005,202.740005,185.477234,134044600
2015-01-28,204.169998,204.289993,199.910004,200.139999,183.098572,168514300
2015-01-29,200.380005,202.300003,198.679993,201.990005,184.791092,173585400
2015-01-30,200.570007,202.169998,199.130005,199.449997,182.467316,197729700
2015-02-02,200.050003,202.029999,197.860001,201.919998,184.727005,163107000
2015-02-03,203.000000,204.850006,202.550003,204.839996,187.398407,122416200
2015-02-04,203.919998,205.380005,203.509995,204.059998,186.684830,134306700
2015-02-05,204.860001,206.300003,204.770004,206.119995,188.569382,97953200
2015-02-06,206.559998,207.240005,204.919998,205.550003,188.047943,119694900
2015-02-09,204.770004,205.639999,204.139999,204.630005,187.206253,87219000
2015-02-10,205.880005,207.119995,204.679993,206.809998,189.200668,96164200
2015-02-11,206.610001,207.449997,205.830002,206.929993,189.310425,91087800
2015-02-12,207.889999,208.990005,206.970001,208.919998,191.130981,97545900
2015-02-13,209.070007,209.839996,208.759995,209.779999,191.917786,93670400
2015-02-17,209.399994,210.320007,209.100006,210.110001,192.219650,76968200
2015-02-18,209.660004,210.220001,209.339996,210.130005,192.237991,74848400
2015-02-19,209.410004,210.419998,209.240005,209.979996,192.100739,91462500
2015-02-20,209.479996,211.330002,208.729996,211.240005,193.253433,140896400
2015-02-23,210.940002,211.210007,210.479996,211.210007,193.226028,74411100
2015-02-24,211.119995,212.050003,210.759995,211.809998,193.774902,70943200
2015-02-25,211.660004,212.240005,211.220001,211.630005,193.610245,73061700
2015-02-26,211.520004,211.710007,210.649994,211.380005,193.381500,72697900
2015-02-27,211.259995,211.580002,210.600006,210.660004,192.722839,108076000
2015-03-02,210.779999,212.059998,210.720001,211.990005,193.939606,87491400
2015-03-03,211.470001,212.050003,210.080002,211.119995,193.143661,110325800
2015-03-04,210.399994,210.490005,209.059998,210.229996,192.329453,105665800
2015-03-05,209.419998,210.800003,209.850006,210.460007,192.539856,76873000
2015-03-06,210.460007,210.460007,207.100006,207.500000,189.831909,188128000
2015-03-09,207.740005,208.789993,207.550003,208.360001,190.618683,89818900
2015-03-10,206.710007,206.809998,204.929993,204.979996,187.526443,153901500
2015-03-11,205.289993,205.500000,204.399994,204.500000,187.087326,110145700
2015-03-12,205.259995,207.179993,205.199997,207.100006,189.465958,93993500
2015-03-13,206.770004,207.929993,204.580002,205.830002,188.304123,162410900
2015-03-16,206.710007,208.690002,205.860001,208.580002,190.819946,136099200
2015-03-17,207.690002,208.419998,206.979996,207.960007,190.252731,91167100
2015-03-18,207.389999,211.270004,206.619995,210.460007,192.539856,220171200
2015-03-19,209.960007,210.470001,209.029999,209.500000,191.661621,117917300
2015-03-20,209.710007,211.020004,209.490005,210.410004,193.353180,177715100
2015-03-23,210.419998,211.110001,210.000000,210.000000,192.976440,71310300
2015-03-24,209.850006,210.399994,208.740005,208.820007,191.892075,77805300
2015-03-25,209.070007,209.350006,205.710007,205.759995,189.080170,159521700
2015-03-26,204.960007,206.369995,204.119995,205.270004,188.629868,153067200
2015-03-27,205.130005,205.949997,204.899994,205.740005,189.061783,109352100
2015-03-30,205.740005,208.610001,206.960007,208.250000,191.368271,96180400
2015-03-31,207.259995,208.100006,206.360001,206.429993,189.695831,126768700
2015-04-01,206.429993,206.429993,204.509995,205.699997,189.024979,132644700
2015-04-02,205.619995,206.979996,205.399994,206.440002,189.705017,86900900
2015-04-06,206.440002,208.449997,205.210007,207.830002,190.982315,114368200
2015-04-07,207.860001,208.759995,207.240005,207.279999,190.476913,81236300
2015-04-08,207.550003,208.509995,207.080002,207.979996,191.120117,89351900
2015-04-09,207.779999,209.179993,207.190002,208.899994,191.965576,85548900
2015-04-10,209.199997,210.089996,208.960007,210.039993,193.013153,72722900
2015-04-13,209.869995,210.630005,209.029999,209.089996,192.140198,74436600
2015-04-14,208.850006,209.710007,208.100006,209.490005,192.507767,73013500
2015-04-15,210.050003,211.039993,209.949997,210.429993,193.371552,99529300
2015-04-16,210.029999,210.979996,209.789993,210.369995,193.316406,68934900
2015-04-17,208.940002,209.229996,207.009995,207.949997,191.092606,191113200
2015-04-20,209.059998,210.250000,208.960007,209.850006,192.838577,82969100
2015-04-21,210.669998,210.860001,209.240005,209.600006,192.608856,72559800
2015-04-22,210.009995,210.850006,208.899994,210.630005,193.555359,78264600
2015-04-23,210.149994,211.940002,210.009995,211.160004,194.042389,102585900
2015-04-24,211.660004,211.970001,211.110001,211.649994,194.492645,61327400
2015-04-27,212.330002,212.479996,210.539993,210.770004,193.684006,79358100
2015-04-28,210.740005,211.500000,209.330002,211.440002,194.299728,86863500
2015-04-29,211.440002,211.440002,209.600006,210.570007,193.500198,125684900
2015-04-30,209.880005,210.350006,207.619995,208.460007,191.561249,161304900
2015-05-01,209.399994,210.770004,209.279999,210.720001,193.638062,103399700
2015-05-04,211.229996,212.020004,211.100006,211.320007,194.189407,70927200
2015-05-05,211.029999,211.460007,208.729996,208.899994,191.965576,113326200
2015-05-06,209.559998,209.929993,206.759995,208.039993,191.175293,135060200
2015-05-07,207.919998,209.380005,207.520004,208.869995,191.938019,88244900
2015-05-08,210.880005,211.860001,210.779999,211.619995,194.465103,155877300
2015-05-11,211.570007,211.889999,210.520004,210.610001,193.537003,75708100
2015-05-12,209.610001,210.630005,208.619995,209.979996,192.958038,119727600
2015-05-13,210.470001,211.220001,209.740005,210.020004,192.994812,94667900
2015-05-14,211.240005,212.320007,210.910004,212.210007,195.007278,95934000
2015-05-15,212.440002,212.610001,211.860001,212.440002,195.218597,76510100
2015-05-18,212.240005,213.399994,212.160004,213.100006,195.825134,72785600
2015-05-19,213.240005,213.570007,212.690002,213.029999,195.760788,72114600
2015-05-20,213.149994,213.779999,212.500000,212.880005,195.622971,76857500
2015-05-21,212.710007,213.750000,212.509995,213.500000,196.192703,64764600
2015-05-22,213.039993,213.539993,212.910004,212.990005,195.724045,57433500
2015-05-26,212.399994,212.910004,210.199997,210.699997,193.619705,124308600
2015-05-27,211.250000,212.979996,210.759995,212.699997,195.457565,93214000
2015-05-28,212.330002,212.589996,211.630005,212.460007,195.236954,74974600
2015-05-29,212.380005,212.429993,210.820007,211.139999,194.024033,111964800
2015-06-01,211.940002,212.339996,210.619995,211.570007,194.419159,93338800
2015-06-02,211.020004,212.190002,210.270004,211.360001,194.226181,89527800
2015-06-03,212.000000,212.669998,211.330002,211.919998,194.740784,87820900
2015-06-04,211.070007,211.860001,209.750000,210.130005,193.095886,151882800
2015-06-05,209.949997,210.580002,208.979996,209.770004,192.765060,121704700
2015-06-08,209.639999,209.820007,208.389999,208.419998,191.524490,85339800
2015-06-09,208.449997,209.100006,207.690002,208.449997,191.552094,105034700
2015-06-10,209.369995,211.410004,209.300003,210.960007,193.858612,134551300
2015-06-11,211.479996,212.089996,211.199997,211.649994,194.492645,73876400
2015-06-12,210.639999,211.479996,209.679993,209.929993,192.912125,135382400
2015-06-15,208.639999,209.449997,207.789993,209.100006,192.149414,124384200
2015-06-16,208.929993,210.350006,208.720001,210.250000,193.206161,85308200
2015-06-17,210.589996,211.320007,209.360001,210.589996,193.518570,126708600
2015-06-18,211.309998,213.339996,210.630005,212.710007,195.466751,165867900
2015-06-19,211.460007,211.550003,210.360001,210.809998,194.663437,130478700
2015-06-22,211.910004,212.589996,211.639999,211.889999,195.660706,70696000
2015-06-23,212.139999,212.440002,211.570007,212.050003,195.808441,68476800
2015-06-24,211.720001,212.169998,210.470001,210.509995,194.386414,92307300
2015-06-25,211.100006,211.250000,209.770004,209.830002,193.758499,97107400
2015-06-26,210.289993,210.580002,209.160004,209.899994,193.823135,104174800
2015-06-29,208.050003,209.830002,205.330002,205.470001,189.732452,202621300
2015-06-30,207.259995,207.320007,205.279999,205.889999,190.120270,182925100
2015-07-01,207.729996,208.029999,206.559998,207.570007,191.671616,135979900
2015-07-02,208.070007,208.270004,206.809998,207.320007,191.440765,104373700
2015-07-06,205.770004,207.649994,205.529999,206.669998,190.840530,117975400
2015-07-07,206.960007,208.169998,204.110001,208.009995,192.077881,173820200
2015-07-08,206.419998,206.759995,204.250000,204.529999,188.864426,164020100
2015-07-09,207.039993,207.350006,204.770004,204.800003,189.113739,144113100
2015-07-10,207.289993,207.979996,204.949997,207.479996,191.588470,129456900
2015-07-13,208.990005,209.899994,208.940002,209.759995,193.693848,106069400
2015-07-14,209.720001,211.050003,209.649994,210.720001,194.580322,81709600
2015-07-15,210.729996,211.279999,210.039993,210.630005,194.497238,97914100
2015-07-16,211.869995,212.300003,211.580002,212.270004,196.011642,106683300
2015-07-17,212.289993,212.550003,211.800003,212.470001,196.196289,89030000
2015-07-20,212.750000,213.179993,212.210007,212.619995,196.334793,65523100
2015-07-21,212.429993,212.740005,211.389999,211.759995,195.540695,77965000
2015-07-22,210.929993,211.770004,210.889999,211.289993,195.106644,88667900
2015-07-23,211.529999,211.649994,209.750000,210.139999,194.044724,90509100
2015-07-24,210.300003,210.369995,207.600006,207.940002,192.013275,117755000
2015-07-27,208.000000,208.000000,206.259995,206.740005,190.905167,132361100
2015-07-28,207.789993,209.500000,206.800003,209.309998,193.278320,123544800
2015-07-29,209.479996,211.039993,209.309998,210.770004,194.626511,105791300
2015-07-30,210.160004,211.020004,209.419998,210.820007,194.672684,91304400
2015-07-31,211.419998,211.449997,210.160004,210.449997,194.330994,103266900
2015-08-03,210.460007,210.529999,208.649994,209.729996,193.666153,113965700
2015-08-04,209.699997,210.250000,208.800003,209.320007,193.287521,81820800
2015-08-05,210.449997,211.309998,209.729996,210.100006,194.007813,85786800
2015-08-06,210.289993,210.419998,207.649994,208.350006,192.391861,116030800
2015-08-07,208.160004,208.339996,206.869995,207.919998,191.994797,117858000
2015-08-10,209.279999,210.669998,209.279999,210.630005,194.497238,80270700
2015-08-11,208.970001,209.470001,207.759995,208.660004,192.678085,117481700
2015-08-12,207.110001,209.139999,205.360001,208.919998,192.918152,172123700
2015-08-13,208.729996,209.550003,208.009995,208.699997,192.715057,89383300
2015-08-14,208.429993,209.509995,208.259995,209.360001,193.324493,69387000
2015-08-17,208.710007,210.589996,208.160004,210.559998,194.432556,79072600
2015-08-18,210.259995,210.679993,209.699997,209.929993,193.850861,71692700
2015-08-19,209.089996,210.009995,207.350006,208.279999,192.327209,172946000
2015-08-20,206.509995,208.289993,203.899994,204.009995,188.384277,194327900
2015-08-21,201.729996,203.940002,197.520004,197.630005,182.492905,346588500
2015-08-24,197.630005,197.630005,182.399994,189.550003,175.031815,507244300
2015-08-25,195.429993,195.449997,186.919998,187.229996,172.889511,369833100
2015-08-26,192.080002,194.789993,188.369995,194.679993,179.768875,339257000
2015-08-27,197.020004,199.419998,195.210007,199.160004,183.905731,274143900
2015-08-28,198.500000,199.839996,197.919998,199.240005,183.979599,160414400
2015-08-31,198.110001,199.130005,197.009995,197.539993,182.409790,154471400
2015-09-01,193.119995,194.770004,190.729996,191.770004,177.081757,256000400
2015-09-02,194.619995,195.460007,192.419998,195.410004,180.442993,160269300
2015-09-03,196.259995,198.050003,194.960007,195.649994,180.664581,152087800
2015-09-04,192.850006,193.860001,191.610001,192.589996,177.838959,207081000
2015-09-08,195.940002,197.610001,195.169998,197.460007,182.335938,116025700
2015-09-09,199.320007,199.470001,194.350006,194.759995,179.842758,140901400
2015-09-10,194.559998,197.220001,194.250000,195.850006,180.849274,158611100
2015-09-11,195.380005,196.820007,194.529999,196.740005,181.671112,119691200
2015-09-14,196.949997,197.009995,195.429993,195.979996,180.969284,79452000
2015-09-15,196.610001,198.990005,195.960007,198.449997,183.250122,108455800
2015-09-16,198.820007,200.410004,198.410004,200.139999,184.810684,99581600
2015-09-17,200.020004,202.889999,199.279999,199.699997,184.404358,276046600
2015-09-18,195.710007,198.679993,194.960007,195.360001,181.335175,213315400
2015-09-21,196.440002,197.679993,195.210007,196.440002,182.337662,105726200
2015-09-22,193.880005,194.460007,192.559998,193.899994,179.980026,153890900
2015-09-23,194.110001,194.669998,192.910004,193.600006,179.701523,92790600
2015-09-24,192.149994,193.449997,190.559998,192.929993,179.079651,159378800
2015-09-25,194.639999,195.000000,191.809998,192.869995,179.023941,155054800
2015-09-28,191.779999,191.910004,187.639999,187.910004,174.420044,178515900
2015-09-29,188.270004,189.740005,186.929993,188.080002,174.577820,159045600
2015-09-30,190.369995,191.830002,189.440002,191.589996,177.835831,152593200
2015-10-01,192.080002,192.490005,189.820007,192.130005,178.337097,131079000
2015-10-02,189.770004,195.029999,189.119995,195.000000,181.001053,211003300
2015-10-05,196.460007,198.740005,196.330002,198.470001,184.221893,126320800
2015-10-06,198.309998,198.979996,197.000000,197.789993,183.590714,110274500
2015-10-07,198.899994,199.830002,197.479996,199.410004,185.094452,124307300
2015-10-08,198.949997,201.550003,198.589996,201.210007,186.765259,153055200
2015-10-09,201.380005,201.899994,200.580002,201.330002,186.876602,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,187.053009,56395600
2015-10-13,200.649994,202.160004,200.050003,200.250000,185.874146,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,184.983032,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,187.823380,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,188.677353,114580100
2015-10-19,202.500000,203.369995,202.130005,203.369995,188.770157,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,188.528824,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,187.359253,102038000
2015-10-22,202.979996,205.509995,201.850006,205.210007,190.478043,174911700
2015-10-23,207.250000,207.949997,206.300003,207.520004,192.622238,144442300
2015-10-26,207.300003,207.369995,206.559998,206.990005,192.130280,69033000
2015-10-27,206.199997,207.000000,205.789993,206.570007,191.740433,77905800
2015-10-28,207.000000,208.979996,206.210007,208.940002,193.940277,135906700
2015-10-29,208.350006,209.270004,208.210007,208.889999,193.893890,84727800
2015-10-30,209.059998,209.440002,207.740005,207.929993,193.002808,131076900
2015-11-02,208.320007,210.619995,208.169998,210.389999,195.286209,86270800
2015-11-03,209.970001,211.660004,209.699997,211.000000,195.852371,95246100
2015-11-04,211.350006,211.500000,209.720001,210.380005,195.276917,90967700
2015-11-05,210.429993,210.979996,209.089996,210.149994,195.063416,78408700
2015-11-06,209.740005,210.320007,208.460007,210.039993,194.961319,110471500
2015-11-09,209.309998,209.490005,206.949997,208.080002,193.142029,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,193.587570,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,192.826477,67846000
2015-11-12,206.500000,207.059998,204.820007,204.839996,190.134613,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,187.999771,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,190.858643,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,190.719421,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,193.745377,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,193.578323,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,194.283707,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,194.060974,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,194.320877,98874400
2015-11-25,209.500000,209.740005,209.009995,209.320007,194.292984,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,194.515778,37317800
2015-11-30,209.750000,209.889999,208.559998,208.690002,193.708237,112822700
2015-12-01,209.440002,210.820007,209.110001,210.679993,195.555374,97858400
2015-12-02,210.619995,211.000000,208.229996,208.529999,193.559723,108441300
2015-12-03,208.830002,209.149994,204.750000,205.610001,190.849365,166224200
2015-12-04,205.610001,209.970001,205.610001,209.619995,194.571472,192913900
2015-12-07,209.229996,209.729996,207.199997,208.350006,193.392639,102027100
2015-12-08,206.490005,208.289993,205.779999,206.949997,192.093155,103372400
2015-12-09,206.190002,208.679993,204.179993,205.339996,190.598724,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,191.090668,115196800
2015-12-11,203.350006,204.139999,201.509995,201.880005,187.387146,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,188.333893,176235400
2015-12-15,204.699997,206.110001,202.869995,205.029999,190.310989,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,193.095612,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,190.153183,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,186.765228,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,188.305832,99094300
2015-12-22,202.720001,203.850006,201.550003,203.500000,190.014572,103602200
2015-12-23,204.690002,206.070007,204.580002,206.020004,192.367599,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,192.050095,48542200
2015-12-28,204.860001,205.259995,203.940002,205.210007,191.611237,64967100
2015-12-29,206.509995,207.789993,206.470001,207.399994,193.656174,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,192.283554,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,190.360062,114877900
2016-01-04,200.490005,201.029999,198.589996,201.020004,187.698959,222353500
2016-01-05,201.399994,201.899994,200.050003,201.360001,188.016418,110845800
2016-01-06,198.339996,200.059998,197.600006,198.820007,185.644699,152112600
2016-01-07,195.330002,197.440002,193.589996,194.050003,181.190811,213436100
2016-01-08,195.190002,195.850006,191.580002,191.919998,179.201935,209817200
2016-01-11,193.009995,193.410004,189.820007,192.110001,179.379379,185113200
2016-01-12,193.820007,194.550003,191.139999,193.660004,180.826645,172330500
2016-01-13,194.449997,194.860001,188.380005,188.830002,176.316727,221168900
2016-01-14,189.550003,193.259995,187.660004,191.929993,179.211273,240795600
2016-01-15,186.770004,188.759995,185.520004,187.809998,175.364304,324846400
2016-01-19,189.960007,190.110001,186.199997,188.059998,175.597733,195244400
2016-01-20,185.029999,187.500000,181.020004,185.649994,173.347427,286547800
2016-01-21,186.210007,188.869995,184.639999,186.690002,174.318512,195772900
2016-01-22,189.779999,190.759995,188.880005,190.520004,177.894730,168319600
2016-01-25,189.919998,190.149994,187.410004,187.639999,175.205566,130371700
2016-01-26,188.419998,190.529999,188.020004,190.199997,177.595917,137269900
2016-01-27,189.580002,191.559998,187.059998,188.130005,175.663101,185681700
2016-01-28,189.960007,190.199997,187.160004,189.110001,176.578186,143798800
2016-01-29,190.020004,193.880005,189.880005,193.720001,180.882690,210529300
2016-02-01,192.529999,194.580002,191.839996,193.649994,180.817307,136061600
2016-02-02,191.960007,191.970001,189.539993,190.160004,177.558609,182564900
2016-02-03,191.410004,191.779999,187.100006,191.300003,178.623047,205054900
2016-02-04,190.710007,192.750000,189.960007,191.600006,178.903168,136318100
2016-02-05,190.990005,191.669998,187.199997,187.949997,175.495010,180788300
2016-02-08,185.770004,186.119995,182.800003,185.419998,173.132675,191526700
2016-02-09,183.360001,186.940002,183.199997,185.429993,173.142044,176478700
2016-02-10,186.410004,188.339996,185.119995,185.270004,172.992615,148214100
2016-02-11,182.339996,184.100006,181.089996,182.860001,170.742355,219058900
2016-02-12,184.960007,186.649994,183.960007,186.630005,174.262527,127632400
2016-02-16,188.770004,189.809998,187.630005,189.779999,177.203781,120250700
2016-02-17,191.160004,193.320007,191.009995,192.880005,180.098328,136009500
2016-02-18,193.199997,193.270004,191.720001,192.089996,179.360687,102343000
2016-02-19,191.169998,192.179993,190.449997,192.000000,179.276657,114793000
2016-02-22,193.869995,194.949997,193.789993,194.779999,181.872391,103640300
2016-02-23,194.000000,194.320007,192.179993,192.320007,179.575470,111455300
2016-02-24,190.630005,193.529999,189.320007,193.199997,180.397125,150812200
2016-02-25,193.729996,195.550003,192.830002,195.539993,182.582031,107512400
2016-02-26,196.570007,196.679993,194.899994,195.089996,182.161865,129833700
2016-02-29,195.110001,196.229996,193.330002,193.559998,180.733276,125918100
2016-03-01,195.009995,198.210007,194.449997,198.110001,184.981750,141799700
2016-03-02,197.740005,199.059998,197.250000,199.000000,185.812805,102415000
2016-03-03,198.789993,199.800003,198.110001,199.779999,186.541092,94146200
2016-03-04,200.009995,201.350006,199.029999,200.429993,187.148010,129293600
2016-03-07,199.339996,201.070007,199.250000,200.589996,187.297394,100219000
2016-03-08,199.320007,199.919998,198.210007,198.399994,185.252533,123974900
2016-03-09,199.360001,199.789993,198.429993,199.380005,186.167603,94801200
2016-03-10,199.960007,201.070007,197.380005,199.539993,186.316956,153608200
2016-03-11,201.259995,202.809998,199.520004,202.759995,189.323593,137964500
2016-03-14,202.160004,203.039993,201.770004,202.500000,189.080841,73612000
2016-03-15,201.360001,202.529999,201.050003,202.169998,188.772690,93169100
2016-03-16,201.600006,203.820007,201.550003,203.339996,189.865158,129303200
2016-03-17,203.240005,205.229996,202.770004,204.630005,191.069702,134278500
2016-03-18,204.169998,204.779999,203.800003,204.380005,191.820175,138372400
2016-03-21,204.070007,204.940002,203.800003,204.669998,192.092331,72926700
2016-03-22,203.759995,205.229996,203.570007,204.559998,191.989105,97471900
2016-03-23,204.110001,204.330002,203.009995,203.210007,190.722076,81052500
2016-03-24,202.000000,203.160004,201.740005,203.119995,190.637589,84360900
2016-03-28,203.610001,203.860001,202.710007,203.240005,190.750244,62408200
2016-03-29,202.759995,205.250000,202.399994,205.119995,192.514679,90418600
2016-03-30,206.300003,206.869995,205.589996,206.020004,193.359390,86365300
2016-03-31,205.910004,206.410004,205.330002,205.520004,192.890137,94584100
2016-04-01,204.350006,207.139999,203.979996,206.919998,194.204086,114423500
2016-04-04,206.830002,207.070007,205.889999,206.250000,193.575272,63497000
2016-04-05,204.669998,206.259995,203.889999,204.190002,191.641830,99662200
2016-04-06,204.190002,206.490005,203.979996,206.419998,193.734802,89889800
2016-04-07,205.139999,205.559998,203.089996,203.949997,191.416580,113859000
2016-04-08,205.339996,205.850006,203.869995,204.500000,191.932785,95040600
2016-04-11,205.250000,206.070007,203.910004,204.020004,191.482285,83757500
2016-04-12,204.220001,206.250000,203.699997,205.919998,193.265533,110162100
2016-04-13,207.000000,208.100006,206.839996,208.000000,195.217712,96336400
2016-04-14,208.070007,208.600006,207.600006,208.009995,195.227081,60422700
2016-04-15,208.009995,208.169998,207.399994,207.779999,195.011200,75761600
2016-04-18,207.779999,209.279999,207.000000,209.240005,196.381485,75277700
2016-04-19,209.740005,210.199997,208.940002,209.899994,197.000946,88316100
2016-04-20,209.949997,210.919998,209.389999,210.100006,197.188660,81100300
2016-04-21,210.119995,210.250000,208.649994,208.970001,196.128098,85695000
2016-04-22,208.550003,209.289993,207.910004,208.970001,196.128098,99251700
2016-04-25,208.259995,208.660004,207.539993,208.610001,195.790222,66166500
2016-04-26,209.039993,209.520004,208.360001,208.919998,196.081161,75864200
2016-04-27,208.470001,209.809998,208.050003,209.350006,196.484772,77329400
2016-04-28,208.460007,209.759995,206.960007,207.449997,194.701492,97216200
2016-04-29,206.720001,207.130005,205.029999,206.330002,193.650345,142424100
2016-05-02,206.919998,208.179993,206.410004,207.970001,195.189529,62188000
2016-05-03,206.520004,206.800003,205.279999,206.160004,193.490784,106422100
2016-05-04,204.990005,205.850006,204.419998,205.009995,192.411453,92243800
2016-05-05,205.559998,205.979996,204.470001,204.970001,192.373917,67619200
2016-05-06,204.059998,205.770004,203.880005,205.720001,193.077850,89315000
2016-05-09,205.570007,206.399994,205.360001,205.889999,193.237350,74374900
2016-05-10,206.720001,208.470001,206.639999,208.449997,195.640045,74236100
2016-05-11,207.910004,208.539993,206.500000,206.500000,193.809875,81727000
2016-05-12,207.289993,207.490005,205.369995,206.559998,193.866180,89586300
2016-05-13,206.210007,206.860001,204.380005,204.759995,192.176804,96474600
2016-05-16,204.960007,207.339996,204.889999,206.779999,194.072647,77486800
2016-05-17,206.460007,206.800003,204.229996,204.850006,192.261292,114924900
2016-05-18,204.440002,206.300003,203.630005,204.910004,192.317612,123493400
2016-05-19,204.059998,204.539993,202.779999,204.199997,191.651215,115430500
2016-05-20,204.919998,206.100006,204.860001,205.490005,192.861954,104990400
2016-05-23,205.509995,205.839996,204.990005,205.210007,192.599136,58117700
2016-05-24,206.169998,208.240005,206.139999,207.869995,195.095673,93537800
2016-05-25,208.669998,209.770004,207.869995,209.279999,196.419037,76621400
2016-05-26,209.440002,209.710007,208.970001,209.339996,196.475357,53087800
2016-05-27,209.529999,210.250000,209.470001,210.240005,197.320068,64211200
2016-05-31,210.559998,210.690002,209.179993,209.839996,196.944656,109879400
2016-06-01,209.119995,210.479996,208.889999,210.270004,197.348236,69936200
2016-06-02,209.800003,210.929993,209.240005,210.910004,197.948883,60661400
2016-06-03,210.250000,210.690002,208.860001,210.279999,197.357605,101757100
2016-06-06,210.699997,211.770004,210.509995,211.350006,198.361832,64887000
2016-06-07,211.529999,212.339996,211.500000,211.679993,198.671539,60974800
2016-06-08,211.839996,212.520004,211.690002,212.369995,199.319168,66170900
2016-06-09,211.509995,212.220001,211.190002,212.080002,199.046967,73786900
2016-06-10,210.460007,210.860001,209.429993,210.070007,197.160507,113829200
2016-06-13,209.360001,210.369995,208.350006,208.449997,195.640045,117751200
2016-06-14,208.000000,208.740005,206.919998,208.039993,195.255234,125059300
2016-06-15,208.039993,209.360001,207.529999,207.750000,194.983047,109124500
2016-06-16,207.750000,208.570007,205.589996,208.369995,195.564957,149533100
2016-06-17,207.169998,207.199997,205.750000,206.520004,194.837067,117055700
2016-06-20,208.820007,209.610001,207.750000,207.850006,196.091797,82789600
2016-06-21,208.300003,208.919998,207.779999,208.440002,196.648453,72461700
2016-06-22,208.649994,209.500000,207.929993,208.100006,196.327667,95560500
2016-06-23,209.809998,210.869995,209.270004,210.809998,198.884354,102731400
2016-06-24,203.630005,210.850006,202.720001,203.240005,191.742599,333444400
2016-06-27,201.589996,201.600006,198.649994,199.600006,188.308548,230775800
2016-06-28,201.479996,203.229996,201.119995,203.199997,191.704880,159382400
2016-06-29,204.839996,206.929993,204.720001,206.660004,194.969116,137328600
2016-06-30,207.210007,209.539993,206.559998,209.479996,197.629562,165021900
2016-07-01,209.479996,210.490005,209.289993,209.919998,198.044708,106055300
2016-07-05,208.949997,209.080002,207.710007,208.410004,196.620132,109803700
2016-07-06,207.830002,209.800003,207.059998,209.660004,197.799438,96021500
2016-07-07,209.869995,210.649994,208.630005,209.529999,197.676773,81705800
2016-07-08,211.050003,212.940002,210.779999,212.649994,200.620239,133971000
2016-07-11,213.190002,214.070007,212.949997,213.399994,201.327835,73633900
2016-07-12,214.529999,215.300003,213.429993,214.949997,202.790146,101275600
2016-07-13,215.440002,215.449997,214.350006,214.919998,202.761871,87324100
2016-07-14,216.399994,216.669998,215.660004,216.119995,203.893951,91230900
2016-07-15,216.779999,217.009995,215.309998,215.830002,203.620377,107155400
2016-07-18,215.970001,216.600006,215.669998,216.410004,204.167557,58725900
2016-07-19,215.919998,216.229996,215.630005,216.190002,203.959991,54345700
2016-07-20,216.190002,217.369995,216.190002,217.089996,204.809067,58159500
2016-07-21,216.960007,217.220001,215.750000,216.270004,204.035477,67777300
2016-07-22,216.410004,217.300003,216.100006,217.240005,204.950638,62787500
2016-07-25,217.000000,217.059998,215.970001,216.649994,204.393997,55873100
2016-07-26,216.529999,217.169998,215.759995,216.750000,204.488327,70080500
2016-07-27,217.190002,217.270004,215.619995,216.520004,204.271362,80870400
